"College Code","Name of the College/Institution","University","State","District Name","Pincode","Institute Email","Institute Type","Accreditation Type","Accreditation Valid Upto","Status"
"20269            		  View Course","DR. A.P.J. ABDUL KALAM INSTITUTE OF FORENSIC SCIENCE AND CRIMINOLOGY","Bundelkhand university","Uttar Pradesh","Jhansi","284127","forensicon2019@gmail.com","Government","","Not Available","Active"
"20270            		  View Course","CENTRAL INSTITUTE OF TECHNOLOGY","Guwahati  University","Assam","Kokrajhar","783370","citadmission@cit.ac.in","Government","","Not Available","Active"
"20271            		  View Course","MAHARAJA RANJIT SINGH PUNJAB TECHNICAL UNIVERSITY","Maharaja Ranjit Singh Punjab Technical University","Punjab","Bathinda","151001","daa@mrsptu.ac.in","Government","","Not Available","Active"
"20272            		  View Course","REWA ENGINEERING COLLEGE","Rajiv Gandhi Proudyogiki Vishwavidyalaya","Madhya Pradesh","Rewa","486002","prinrec.rwa@mp.gov.in","Government","","Not Available","Active"
"20273            		  View Course","I.K GUJRAL PUNJAB TECHNICAL UNIVERSITY","I.K GUJRAL PTU","Punjab","Amritsar","143105","CAMPUS.AMRITSAR@PTU.AC.IN","Government","","Not Available","Active"
"20274            		  View Course","SIDDAGANGA INSTITUTE OF TECHNOLOGY","Visvesvaraya Technological University","Karnataka","Tumkur","572103","principal@sit.ac.in","Private","NIRF","Not Available","Active"
"20279            		  View Course","MANIPAL UNIVERSITY","Manipal University","Rajasthan","Jaipur","303007","rs.aithal@manipal.edu","Private","NAAC","2025-02-13","Active"
"20280            		  View Course","PUNE INSTITUTE OF BUSINESS MANAGEMENT","Savitribai Phule Pune University","Maharashtra","Pune","412115","admissions@Pibm.in","Private","NIRF","Not Available","Active"
"20284            		  View Course","HERITAGE INSTITUTE OF TECHNOLOGY","Maulana Abul Kalam Azad University of Technology","West Bengal","Kolkata","700107","admin@heritageit.edu","Private","NAAC A","2027-07-11","Active"
"20286            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY","AUTONOMOUS UNIVERSITY","Uttar Pradesh","Lucknow","226002","VIJAYSINGH@IIITL.AC.IN","Government","","Not Available","Active"
"20287            		  View Course","INDIAN INSTITUTE OF TOURISM & TRAVEL MANAGEMENT","AUTONOMOUS UNIVERSITY","Madhya Pradesh","Gwalior","474011","iittm@sancharnet.in","Government","","Not Available","Active"
"20288            		  View Course","JABALPUR ENGINEERING COLLEGE","Rajiv Gandhi Proudyogiki Vishwavidyalay","Madhya Pradesh","Jabalpur","482011","principal_jec_jabalpur@yahoo.co.in","Government","","Not Available","Active"
"20289            		  View Course","UNIVERSITY INSTITUTE OF ENGINEERING & TECHNOLOGY","Maharshi Dayanand University,","Haryana","Rohtak","124001","dir.uiet@mdurohtak.ac.in","Government","","Not Available","Active"
"20290            		  View Course","RANI DURGAWATI UNIVERSITY","Rani Durgawati University","Madhya Pradesh","Jabalpur","482001","rdvvcc1@rediffmail.com","Government","","Not Available","Active"
"20291            		  View Course","GOVERNMENT WOMEN ENGINEERING COLLEGE","College of Rajasthan Technical University","Rajasthan","Ajmer","305002","registrar@gweca.ac.in","Government","","Not Available","Active"
"20293            		  View Course","UNIVERSITY OF ALLAHABAD","Central University","Uttar Pradesh","Allahabad","211002","phrs@rediffmail.com","Government","","Not Available","Active"
"20294            		  View Course","DR. SHAKUNTALA MISRA NATIONAL REHABILITATION UNIVERSITY","State University","Uttar Pradesh","Lucknow","226017","vc@dsmnru.ac.in","Government","","Not Available","Active"
"20295            		  View Course","MOTI LAL NEHRU MEDICAL COLLEGE","King Georges Medical University","Uttar Pradesh","Allahabad","211002","contact@mlnmc.org","Government","","Not Available","Active"
"20296            		  View Course","HARCOURT BUTLER TECHNICAL UNIVERSITY","Autonomous","Uttar Pradesh","Kanpur Nagar","208002","registrar@hbtu.ac.in","Government","","Not Available","Active"
"20298            		  View Course","INDIAN INSTITUTE OF PETROLEUM AND ENERGY","Petroleum University","Andhra Pradesh","Visakhapatnam","530003","office@iipe.ac.in","Government","","Not Available","Active"
"20299            		  View Course","INDERPRASTHA ENGINEERING COLLEGE","Dr. A.P.J. Abdul Kalam Technical University","Uttar Pradesh","Ghaziabad","201010","admission@ipec.org.in","Private","NBA","2025-06-30","Active"
"20301            		  View Course","ANANDARAM DHEKIAL PHOOKAN COLLEGE","Gauhati University","Assam","Nagaon","782002","principaladp@gmail.com","Government","NAAC","2021-01-18","Active"
"20303            		  View Course","GOVERNMENT E. RAGHAVENDRA RAO","Atal Bihari Vajpayee Vishwavidyalaya","Chhattisgarh","Bilaspur","495006","principal@sciencecollegebilaspur.ac.in","Government","NAAC","2020-04-30","Active"
"20305            		  View Course","ST. STEPHEN S COLLEGE","University of Delhi","Delhi","North East Delhi","110007","principal@ststephens.edu","Government","NAAC","2021-02-18","Active"
"20306            		  View Course","BHAGAT PHOOL SINGH MAHILA VISHWAVIDYALAYA","STATE UNIVERSITY","Haryana","Sonipat","131305","enquiry@bpswomenuniversity.ac.in","Government","","Not Available","Active"
"20309            		  View Course","AEC TRAINING COLLEGE AND CENTRE","Barkatullah University Bhopal","Madhya Pradesh","Hoshangabad","461881","aectc&c@rediffmail.com","Government","NAAC","2021-12-15","Active"
"20311            		  View Course","GOVERNMENT POST GRADUATE COLLEGE","Rani Durgavati Vishwavidyalaya","Madhya Pradesh","Narsinghpur","487001","hegpgcnar@mp.gov.in","Government","NAAC","2021-09-15","Active"
"20316            		  View Course","SHER E KASHMIR UNIVERSITY OF AGRICULTURAL SCIENCES AND TECHNOLOGY","Sher e Kashmir University of Agricultural Sciences and Technology","Jammu and Kashmir","Jammu","180009","vc@skuast.org","Government","","Not Available","Active"
"20320            		  View Course","DAMODARAM SANJIVAYYA NATIONAL LAW UNIVERSITY","DAMODARAM SANJIVAYYA NATIONAL LAW UNIVERSITY","Andhra Pradesh","Visakhapatnam","531035","dsnluvsp@gmail.com","Government","","Not Available","Active"
"20321            		  View Course","INDIAN INSTITUTE OF MANAGEMENT NAGPUR","AUTONOMOUS UNIVERSITY","Maharashtra","Nagpur","441108","info@iimnagpur.ac.in","Government","","Not Available","Active"
"20322            		  View Course","INDIAN INSTITUTE OF MANAGEMENT AMRITSAR","AUTONOMOUS UNIVERSITY","Punjab","Amritsar","143105","admission@iimamritsar.ac.in","Government","","Not Available","Active"
"20323            		  View Course","INDIAN INSTITUTE OF MANAGEMENT BODH GAYA","AUTONOMOUS UNIVERSITY","Bihar","Gaya","824234","director_office@iimbg.ac.in","Government","","Not Available","Active"
"20324            		  View Course","INDIAN INSTITUTE OF MANAGEMENT SIRMAUR","AUTONOMOUS UNIVERSITY","Himachal Pradesh","Sirmaur","173025","contact@iimsirmaur.ac.in","Government","","Not Available","Active"
"20325            		  View Course","INDIAN INSTITUTE OF MANAGEMENT VISAKHAPATNAM","AUTONOMOUS UNIVERSITY","Andhra Pradesh","Visakhapatnam","530003","info@iimv.ac.in","Government","","Not Available","Active"
"20326            		  View Course","INDIAN INSTITUTE OF MANAGEMENT SAMBALPUR","AUTONOMOUS UNIVERSITY","Odisha","Sambalpur","768019","diptiranjanm@iimsambalpur.ac.in","Government","","Not Available","Active"
"20327            		  View Course","INDIAN INSTITUTE OF MANAGEMENT JAMMU","AUTONOMOUS UNIVERSITY","Jammu and Kashmir","Jammu","180016","pgpj02029@iimj.ac.in","Government","","Not Available","Active"
"20329            		  View Course","INSTITUTE OF SCIENCE","Rashtrasant Tukadoji Maharaj Nagpur University","Maharashtra","Nagpur","440001","registrar@iisc.ac.in","Government","NAAC","2024-06-13","Active"
"20336            		  View Course","MAHATMA GANDHI INSTITUTE OF MEDICAL SCIENCES","Maharashtra University of Health Sciences","Maharashtra","Wardha","442102","dean@mgims.ac.in","Private","NAAC A+","2028-07-07","Active"
"20337            		  View Course","SHIKSHAN PRASARAK SANSTHAS SANGAMNER NAGARPALIKA ARTS, D. J. MALPANI COMMERCE AND B. N. SARADA SCIENCE COLLEGE","University of Pune","Maharashtra","Ahmednagar","422605","info@sangamnercollege.edu.in","Private","NAAC","2025-12-31","Active"
"20338            		  View Course","S. R. R. GOVERNMENT ARTS AND SCIENCE COLLEGE","Kakatiya University","Telangana","Karimnagar","505001","srrandcvr@gmail.com","Government","NAAC","2022-10-29","Active"
"20340            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRI CITY","Autonomous University","Andhra Pradesh","Chittoor","517646","admissions@iiits.in","Government","","Not Available","Active"
"20341            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, GUWAHATI","Autonomous University","Assam","Kamrup","781015","admissions@iiitg.ac.in","Government","","Not Available","Active"
"20342            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, VADODARA","Autonomous University","Gujarat","Gandhinagar","382028","registrar@iiitvadodara.ac.in","Government","","Not Available","Active"
"20343            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTA","Autonomous University","Rajasthan","Jaipur","325003","admissions@iiitkota.ac.in","Government","","Not Available","Active"
"20344            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY TIRUCHIRAPPALLI","Autonomous University","Tamil Nadu","Tiruchirappalli","620012","iiitt.office@gmail.com","Government","","Not Available","Active"
"20345            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY UNA","Autonomous University","Himachal Pradesh","Una","177209","vikram@iiitu.ac.in","Government","","Not Available","Active"
"20346            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SONEPAT","Autonomous University","Haryana","Sonipat","131029","setia@nitkkr.ac.in","Government","","Not Available","Active"
"20348            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, DHARWAD","Autonomous University","Karnataka","Dharwad","580009","registrar@iiitdwd.ac.in","Government","","Not Available","Active"
"20349            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTTAYAM","Autonomous University","Kerala","Kottayam","686635","registrar@iiitkottayam.ac.in","Government","","Not Available","Active"
"20350            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, MANIPUR","Autonomous University","Manipur","Imphal West","795002","admission@iiitmanipur.ac.in","Government","","Not Available","Active"
"20351            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR","Autonomous University","Maharashtra","Nagpur","441108","registrar@iiitn.ac.in","Government","","Not Available","Active"
"20352            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE","Autonomous University","Maharashtra","Pune","411041","shinde.laxman907@gmail.com","Government","","Not Available","Active"
"20353            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, RANCHI","Autonomous University","Jharkhand","Ranchi","834010","skumar@iiitranchi.ac.in","Government","","Not Available","Active"
"20354            		  View Course","INDIAN INSTITUTE OF TECHNOLOGY GOA","Autonomous university","Goa","South Goa","403401","director@iitgoa.ac.in","Government","","Not Available","Active"
"20355            		  View Course","INDIAN INSTITUTE OF TECHNOLOGY JAMMU","Autonomous University","Jammu and Kashmir","Jammu","181221","gaurms@gmail.com","Government","","Not Available","Active"
"20356            		  View Course","INDIAN INSTITUTE OF TECHNOLOGY DHARWAD","Autonomous University","Karnataka","Dharwad","580011","svprabhu@iitdh.ac.in","Government","","Not Available","Active"
"20357            		  View Course","BURDWAN MEDICAL COLLEGE","West Bengal University of Health Sciences","West Bengal","Bardhaman","713104","burdwanmedicalcollege76@gmail.com","Government","","Not Available","Active"
"20359            		  View Course","COCHIN UNIVERSITY COLLEGE OF ENGINEERING KUTTANAD","Cochin University of Science and Technology","Kerala","Alappuzha","688504","cucek.in@gmail.com","Government","","Not Available","Active"
"20360            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SURAT","Autonomous University","Gujarat","Surat","394190","office@iiitsurat.ac.in","Government","","Not Available","Active"
"20361            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, BHOPAL","Autonomous University","Madhya Pradesh","Bhopal","462003","‎j.singhai@gmail.com","Government","","Not Available","Active"
"20363            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY AGARTALA","Autonomous University","Tripura","West Tripura","799046","nitadeanacademic@gmail.com","Government","","Not Available","Active"
